id,role,last affiliation country,first publication year,weight,tool,famille d'outil,discipline,discipline_cat
001cc8357a89148a5f4790e38280d6bf,Professor / Associate professor / Assistant professor,Italy,before 1991,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
002f81800bb0cfbc1ff9f6f1a30fb9b1,Other,United Kingdom,before 1991,0.125,inconnu,autre,Médecine,Médecine
00339aa1086f733486c640ea68bd8245,PhD student,Netherlands,2006-2010,0.25,MS Word,wysiwyg bureautique,Médecine,Médecine
003bac20df338e1cbc3b7995b74c7421,PhD student,Netherlands,2006-2010,0.14285714285714285,ShareLaTeX,tex,Médecine,Médecine
003bac20df338e1cbc3b7995b74c7421,PhD student,Netherlands,2006-2010,0.14285714285714285,MS Word,wysiwyg bureautique,Médecine,Médecine
003bac20df338e1cbc3b7995b74c7421,PhD student,Netherlands,2006-2010,0.14285714285714285,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
003bac20df338e1cbc3b7995b74c7421,PhD student,Netherlands,2006-2010,0.14285714285714285,LaTeX,tex,Médecine,Médecine
003bac20df338e1cbc3b7995b74c7421,PhD student,Netherlands,2006-2010,0.14285714285714285,Overleaf (=WriteLaTeX),tex,Médecine,Médecine
004e09c7e5d482cf82798d30faffef54,Professor / Associate professor / Assistant professor,Chile,before 1991,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
004e09c7e5d482cf82798d30faffef54,Professor / Associate professor / Assistant professor,Chile,before 1991,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
0068f28e0c6e08d474037a81e83437e4,Professor / Associate professor / Assistant professor,South Korea,before 1991,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
009ae55bf04b573b16c73d92356750f0,Postdoc,Italy,2011-2016,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
00aacf6f6977967ddd76fb2598f63726,PhD student,Netherlands,I haven't published (yet),0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
00d8c9c6f1a0b0736b8b3f9ae21993cd,Postdoc,Netherlands,2006-2010,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
00e28a61a9378c60e25d490033a1ef32,PhD student,Australia,2006-2010,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
00f1aa02e7bb7607887bd665f0127c1f,Librarian,Sweden,I haven't published (yet),0.25,Pages,wysiwyg bureautique,Médecine,Médecine
00f1aa02e7bb7607887bd665f0127c1f,Librarian,Sweden,I haven't published (yet),0.25,MS Word,wysiwyg bureautique,Médecine,Médecine
012e0d2cb4061772a2301200ebd8e009,Postdoc,United Kingdom,2001-2005,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
01307f6abfc3a690023730485e9300a5,Professor / Associate professor / Assistant professor,United States,I haven't published (yet),0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
015d50f2e0b005b1b0fffb111743f422,Professor / Associate professor / Assistant professor,Colombia,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
015f60df045bc085c873644d98122ef0,Professor / Associate professor / Assistant professor,France,2006-2010,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
0167769c5402460ae0dc6216d946ab8c,Professor / Associate professor / Assistant professor,Canada,before 1991,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
01a58455596b5bff59f1a7d6762fd0b0,Librarian,United States,1991-2000,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
01a58455596b5bff59f1a7d6762fd0b0,Librarian,United States,1991-2000,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
01a5c30b559c5b5ade71245ecdd270f6,Professor / Associate professor / Assistant professor,Australia,before 1991,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
01a5c30b559c5b5ade71245ecdd270f6,Professor / Associate professor / Assistant professor,Australia,before 1991,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
01ca128abaf67f73940cf78358d55612,Professor / Associate professor / Assistant professor,Macedonia,before 1991,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
01d8816397781719515391d75c7e265e,Professor / Associate professor / Assistant professor,Ukraine,2011-2016,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
01d8816397781719515391d75c7e265e,Professor / Associate professor / Assistant professor,Ukraine,2011-2016,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
01d9855b4305081960588106b02381fb,Other,France,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
01d9855b4305081960588106b02381fb,Other,France,2006-2010,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
01e4b41e79ff60a0eee6d0b8e2224cd4,Postdoc,Australia,2011-2016,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
01ea6a833efe307d20a6a86fd545c308,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
01ea6a833efe307d20a6a86fd545c308,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
01fac14aba80ff8ea90d833c235eafdf,Librarian,United Kingdom,2011-2016,0.1111111111111111,MS Word,wysiwyg bureautique,Médecine,Médecine
01fac14aba80ff8ea90d833c235eafdf,Librarian,United Kingdom,2011-2016,0.1111111111111111,LaTeX,tex,Médecine,Médecine
01fe9a736b2ae74c4ccc7bb3970cdaf4,Professor / Associate professor / Assistant professor,Lebanon,2006-2010,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
0200b97fc5ce0188b1c4c304a6646c3b,Professor / Associate professor / Assistant professor,Argentina,,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
0200b97fc5ce0188b1c4c304a6646c3b,Professor / Associate professor / Assistant professor,Argentina,,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
021f8c571617f0fbb02b66481029b446,Librarian,South Africa,I haven't published (yet),0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
02301e0ee1b49960d9a6175c3d70486d,Professor / Associate professor / Assistant professor,United States,2001-2005,0.2,MS Word,wysiwyg bureautique,Médecine,Médecine
02301e0ee1b49960d9a6175c3d70486d,Professor / Associate professor / Assistant professor,United States,2001-2005,0.2,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
0274508adf04fe00c6491fa6322d9830,Other,Netherlands,I haven't published (yet),0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
02a778313be31ced9f5e4c0e89af2ba8,Postdoc,Sweden,2001-2005,0.5,Box,wysiwyg bureautique,Médecine,Médecine
02cc417449edd97d6d75002e3d4371d2,Publisher,South Africa,2011-2016,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
02dc7aa098464035129635a3df317e9f,PhD student,Switzerland,2011-2016,0.25,MS Word,wysiwyg bureautique,Médecine,Médecine
02f26a47750c6807d26f0e3412ead203,Postdoc,Spain,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
02f26a47750c6807d26f0e3412ead203,Postdoc,Spain,2006-2010,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
02fbddc2a5133ad33223b45b6a2488f9,Postdoc,Switzerland,2001-2005,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
0322769fc8813e152cb885f1404769af,Postdoc,India,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
032599ebcbbdb4802e9089d59b501362,Professor / Associate professor / Assistant professor,Portugal,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
0334d3b267032994d186f098888ffd49,Other,United States,2011-2016,0.14285714285714285,MS Word,wysiwyg bureautique,Médecine,Médecine
0334d3b267032994d186f098888ffd49,Other,United States,2011-2016,0.14285714285714285,LaTeX,tex,Médecine,Médecine
033c1b14879af3123ed7a81f3c03518c,Professor / Associate professor / Assistant professor,Mexico,before 1991,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
033c7fd9858c1348be1405f2f6686e9d,Bachelor/Master student,Germany,I haven't published (yet),0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
033c7fd9858c1348be1405f2f6686e9d,Bachelor/Master student,Germany,I haven't published (yet),0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
03431e5356b23471490bb928e641981d,PhD student,Netherlands,2011-2016,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
035873d359caf6f8dc9665fec75f18a7,Professor / Associate professor / Assistant professor,Brazil,before 1991,0.3333333333333333,Dropbox,wysiwyg bureautique,Médecine,Médecine
035873d359caf6f8dc9665fec75f18a7,Professor / Associate professor / Assistant professor,Brazil,before 1991,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
037701fe01820f1ff6e7aa9e47b28eda,PhD student,Belgium,2001-2005,0.3333333333333333,SimpleMind,autre,Médecine,Médecine
037701fe01820f1ff6e7aa9e47b28eda,PhD student,Belgium,2001-2005,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
0381b443eeff2dbe2ace0e0bf7b098ae,PhD student,Netherlands,I haven't published (yet),0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
03877abb7c9da35203c4aad5096186db,Professor / Associate professor / Assistant professor,Canada,2001-2005,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
038c5f49b53b5726c7d7cdab9a1a7a27,Professor / Associate professor / Assistant professor,United States,before 1991,0.5,inconnu,autre,Médecine,Médecine
03ae48271f0e84deb85193465b5298f4,PhD student,United Kingdom,I haven't published (yet),0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
03ba5786fb3ad83a67fe4058383f1e90,Other,Sweden,2001-2005,0.16666666666666666,MS Word,wysiwyg bureautique,Médecine,Médecine
03ba5786fb3ad83a67fe4058383f1e90,Other,Sweden,2001-2005,0.16666666666666666,LaTeX,tex,Médecine,Médecine
03ecd5140cdb8e8cbb31d9d306702f5f,Other,United Kingdom,before 1991,0.25,WordPerfect,wysiwyg bureautique,Médecine,Médecine
03ecd5140cdb8e8cbb31d9d306702f5f,Other,United Kingdom,before 1991,0.25,Reference Manager,autre,Médecine,Médecine
03ecd5140cdb8e8cbb31d9d306702f5f,Other,United Kingdom,before 1991,0.25,MS Word,wysiwyg bureautique,Médecine,Médecine
04064119d8a7610e7c1ecfcb9d97bb34,Librarian,Spain,2006-2010,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
04064119d8a7610e7c1ecfcb9d97bb34,Librarian,Spain,2006-2010,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
040e02516fa008a97e2d21e17d3eed49,Professor / Associate professor / Assistant professor,Egypt,2006-2010,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,Evernote,autre,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,MS Word,wysiwyg bureautique,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,Authorea,wysiwyg bureautique,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,LaTeX,tex,Médecine,Médecine
04171d94869a8a00db4622328dbc2c87,Postdoc,United Kingdom,2011-2016,0.125,Overleaf (=WriteLaTeX),tex,Médecine,Médecine
043176205b0372cdb629696c02c1c122,Professor / Associate professor / Assistant professor,Germany,1991-2000,0.5,MS Word,wysiwyg bureautique,Médecine,Médecine
0448ef9ffd5a13a05eb23c6b310e93c6,Other,United Kingdom,1991-2000,0.3333333333333333,MS Word,wysiwyg bureautique,Médecine,Médecine
0448ef9ffd5a13a05eb23c6b310e93c6,Other,United Kingdom,1991-2000,0.3333333333333333,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
046a39e426c44b62a68b84f5100f6ffb,Bachelor/Master student,Netherlands,I haven't published (yet),0.25,MS Word,wysiwyg bureautique,Médecine,Médecine
046a39e426c44b62a68b84f5100f6ffb,Bachelor/Master student,Netherlands,I haven't published (yet),0.25,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
047cc118d695dc6ed369b18c584df020,Librarian,United Kingdom,I haven't published (yet),0.1,MS Word,wysiwyg bureautique,Médecine,Médecine
047cc118d695dc6ed369b18c584df020,Librarian,United Kingdom,I haven't published (yet),0.1,Google Drive/Docs,wysiwyg bureautique,Médecine,Médecine
